Property Type,Building Size,Address,Property Price,Property Description,Ant Tabs Content,City,Crime_Rate_Percentage,Currency,Bedrooms,Bathrooms,Published On Formatted,Published Date,Last Updated On Formatted,Last Updated Date
House,1991.32,"12 York Downs Boulevard, Markham, Ontario L6C3J7",3285.0,"Modern-style detached home built one year ago by Minto in the prestigious Angus Glen. Open concept, excellent layout. 9' ceilings on 1st & 2nd floor, hardwood floor throughout. Lights pour into the gorgeous dining room from the tall windows, with pot lights and a designer chandelier adding a cheerful atmosphere. The large kitchen with a centre island and quartz counter is a chef's dream. The beautiful family room transitions seamlessly to the kitchen and the breakfast area, perfect for family gatherings. Four good size bedrooms. The luxury primary bedroom has a lavish 5-pc Ensuite/designer chandelier/sitting area. Upgraded stairs with iron rails. Two car garage with remote and opener. Top ranked Pierre Elliott Trudeau High School district. Close to golf course/HWY 404/HWY 7/T&T Super Market/fine restaurants/Markville Mall/downtown Markham/community centre/Pierre Elliott Trudeau High School.","Basic Info
Property Type
House
Building Size
1,991.32 sq ft
Rooms
4 bedroom(s), 3 bathroom(s)
Address
12 York Downs Boulevard, Markham, Ontario L6C3J7",markham,76.06,USD,4,3,10/05/2025,2025-05-10,10/05/2025,2025-05-10
House,1496.18,"lower - bsmt- 3256 Equestrian Crescent, Mississauga, Ontario L5M6S9",1076.0,"A Two-Bedroom Basement In Mississauga Is A Great, Exceptional Living Space For Anyone Looking For A Comfortable And Convenient Place To Call Home. The Basement Is Equipped With Everything You Need, Including A Kitchen/ Living Room, And Two Bedrooms. The Basement Is Situated In A Prime Location, Churchill Meadows, Close To All Of The Amenities And Attractions That Mississauga Has To Offer. It Is Also Conveniently Located Near Major Transportation Hubs, Making It Easy To Get Around The City. Overall, This Two-Bedroom Basement In Mississauga Is A Great Choice For Anyone Looking For A Comfortable, Convenient, And Affordable Place To Live. Tenant In The Basement To Pay 35% Of Total Utilities.","Basic Info
Property Type
House
Building Size
1,496.18 sq ft
Rooms
2 bedroom(s), 1 bathroom(s)
Address
lower - bsmt- 3256 Equestrian Crescent, Mississauga, Ontario L5M6S9",mississauga,93.29,USD,2,1,10/05/2025,2025-05-10,10/05/2025,2025-05-10
House,699.65,"BSMT - 12 quarry Court, Toronto, Ontario M4J5A7",968.0,"Bachelor Basement Unit Located In A Quiet Neighbourhood Steps Away From The Danforth. Located Just North Of Danforth This Unit Is Minutes From Restaurants, Cafes, Pharmacies and Has Easy Access To The TTC. Utilities All Included. Walk Score: 88, Transit Score: 74, Bike Score: 80. Utilities included","Basic Info
Property Type
House
Building Size
699.65 sq ft
Rooms
1 bedroom(s), 1 bathroom(s)
Address
BSMT - 12 quarry Court, Toronto, Ontario M4J5A7",toronto,60.39,USD,1,1,10/05/2025,2025-05-10,10/05/2025,2025-05-10
House,592.02,"1705 - 3 Michael Power Place, Toronto, Ontario M9A0A2",1685.0,"Spacious Unit With A Large Balcony Overlooking The Lake & Toronto Skyline, Stainless Steel Appliances, Luxury Vinyl Floors, Granite Counters, 1Garage Parking Spot & 1 Locker. Steps Away From The Islington Subway And Minutes From The Major Hwys, Restaurants, Entertainment, Boutique Shops & Shopping. Building Amenities Include 24-Hour Concierge, Theater, Large Indoor Pool, Fully Equipped, Exercise Room & More!","Basic Info
Outdoor Feature
Property Type
House
Building Size
592.02 sq ft
Rooms
1 bedroom(s), 1 bathroom(s)
Address
1705 - 3 Michael Power Place, Toronto, Ontario M9A0A2",toronto,60.39,USD,1,1,10/05/2025,2025-05-10,10/05/2025,2025-05-10
House,592.02,"3507 - 108 Peter Street, Toronto, Ontario M5V0W2",1793.0,"Welcome to Peter & Adelaide Condos! This Stunning South Facing 619 Sq Ft Suite Includes Laminate Floors Throughout, 1 Bedroom Plus Den, 2 Full Bathrooms, Open Concept Living, Dining and Kitchen, 50 Sq Ft Balcony And Storage Locker. The Primary Bedroom Features A 4 Piece Ensuite. The Den Provides A Perfect Spot For A Home Office Or Small Family Room. The Modern Kitchen Is Complete With Built-In Fridge and Dishwasher, Along With Stainless Steel Oven and Microwave. Situated In A Prime Downtown Location, The Building, With 24 Hr Concierge, Is A Short Walk To TTC Subway Stations, Streetcar Lines, The Underground PATH, Restaurants, Bars, Theatres And Shopping. Building Amenities Include: Outdoor Pool, Cabana, Lounge Deck, Co-Working & Recreational Room, Outdoor Lounge, Outdoor Fitness Studio Yoga Studio, Fitness Centre, Infra-Red Sauna & Treatment Rooms, Demonstration Kitchen Private Dining Room, Party Lounge, Terrace, Outdoor Communal Dining & Kids Zone & Arts & Craft.","Basic Info
Property Type
House
Building Size
592.02 sq ft
Rooms
2 bedroom(s), 2 bathroom(s)
Address
3507 - 108 Peter Street, Toronto, Ontario M5V0W2",toronto,60.39,USD,2,2,10/05/2025,2025-05-10,10/05/2025,2025-05-10
Apartment,699.65,"5 - 82 Welland Avenue, St. Catharines, Ontario L2R2N1",1144.0,1 Bedroom 1 Bathroom Unit To Lease In Lovely St. Catharines. Carpet Free Unit With Plenty of Natural Light. Enjoy a Private Entrance Into Your Unit. Shared Laundry Space In Basement. Water Included. Available Immediately - Tenant Incentive: FREE PARKING For 6 Months and 1 Months Free Rent,"Basic Info
Property Type
Apartment
Building Size
699.65 sq ft
Rooms
1 bedroom(s), 1 bathroom(s)
Address
5 - 82 Welland Avenue, St. Catharines, Ontario L2R2N1",st. catharines,60.39,USD,1,1,10/05/2025,2025-05-10,10/05/2025,2025-05-10
House,2497.23,"55 Amber Drive, Wasaga Beach, Ontario L9Z0R8",2152.0,"Stunning Executive home in the premium Wasaga Sands neighbourhood, Brand new, never lived in, triple car garage, located in the heart of Wasaga Beach, approx 2600 sqft. Backing to large yard. Spacious, plenty of natural light. Tastefully high end finish with brand new high quality appliances, granite countertops, tall upper cabinets in kitchen, hardwood floor main. 4 Over-Sized Bdrms 1 With En-Suite Baths, 2 with Jack and Jill bathroom. Double Garage. Within 5 minutes to local amenities, shopping, dining, and the Beach.","Basic Info
Property Type
House
Building Size
2,497.23 sq ft
Rooms
4 bedroom(s), 4 bathroom(s)
Address
55 Amber Drive, Wasaga Beach, Ontario L9Z0R8",wasaga beach,91.53,USD,4,4,10/05/2025,2025-05-10,10/05/2025,2025-05-10
House,1991.32,"261 Kozlov Street, Barrie, Ontario L4N6R7",2188.0,"Stunning 4 Bedroom Fernbrook Detached Home For Lease! This Wright Model Is Approx 2034 Sq Ft+/-, This Lovely House Comes With A Large Driveway Space Fit For 2 Cars And A Double CarGarage, Hardwood & Laminated Flooring Throughout, Fully Fenced Backyard, Laundry Room On MainFloor, And An Unfinished Basement With Plenty Of Storage Space. Close To Schools, Parks, Shopping, Restaurants And More!","Basic Info
Property Type
House
Building Size
1,991.32 sq ft
Rooms
4 bedroom(s), 3 bathroom(s)
Address
261 Kozlov Street, Barrie, Ontario L4N6R7",barrie,48.54,USD,4,3,10/05/2025,2025-05-10,10/05/2025,2025-05-10
House,1496.18,"64 Cathedral High Street, Markham, Ontario L6C0P3",2295.0,"Luxury 3 Bedrooms & 3 Washroom Townhouse In The Heart Of Cathedraltown, 9 Ft Ceiling, Hard Wood Floor , Modern Kitchen With Island, Open Concept Kitchen & W/O To Large Terrace, Breakfast Area Opens To Spacious Great Room With Gas Fireplace. Close To High Ranking Schools & Park, Costco, Home Depot, T&T Supermarket, 2 Mitnues To Hwy 404.","Basic Info
Property Type
House
Building Size
1,496.18 sq ft
Rooms
3 bedroom(s), 3 bathroom(s)
Address
64 Cathedral High Street, Markham, Ontario L6C0P3",markham,76.06,USD,3,3,10/05/2025,2025-05-10,10/05/2025,2025-05-10
House,2497.23,"72 Lake Drive Way W, Ajax, Ontario L1S3X1",2941.0,"RARELY OFFERED Nestled on large corner lot on Lake Driveway W, this exceptional home offers lakefront living with Unobstructed views of Lake Ontario Updates include hardwood and porcelain tile floors , crown molding pot lights, main floor laundry, renovated kitchen, b/i appliances, corian countertop. Upstairs has 3 large bedrooms, primary has a 3 pc ensuite w/heated floors & w/i closet, a Maxx Tub /SPA room overlooking the lake, finished bsmt w/large rec room, pool table and wet bar, a large cantina, a bedroom, 2pc bath & large furnace/storage room. Outside you will find extensive landscaping, with perennial gardens that bloom from spring to fall. The Cherry on top is the Ajax Waterfont with walking & biking trails across the street.","Basic Info
Outdoor Feature
Property Type
House
Building Size
2,497.23 sq ft
Rooms
4 bedroom(s), 5 bathroom(s)
Address
72 Lake Drive Way W, Ajax, Ontario L1S3X1",ajax,65.7,USD,4,5,10/05/2025,2025-05-10,10/05/2025,2025-05-10
House,990.28,"PH15 - 633 Bay Street, Toronto, Ontario M5G2G4",2725.0,"Stunning Furnished ready to move in One-Bedroom + Den with 2 bathrooms in Prime Downtown Toronto Location This beautifully Penthouse unit offers a bright and spacious layout with breathtaking city views. The den is perfect for a second bedroom providing a flexible living space. Enjoy open-concept living and dining areas, ideal for modern urban living. Located steps from Dundas Square, Eaton Centre, subway stations, hospitals, U of T, TMU, and the Financial and Entertainment Districts, this location is unbeatable. Exceptional amenities include an indoor pool, saunas, a rec room, gym, and 24-hour concierge and security. Rent includes heat, hydro, water, and CAC. One underground parking spot is included. Restrictions Per Condo: No smoking, no roommates, and pet restrictions apply only Cats accepted. Great for Newcomers working in Downtown. EXTRAS Central AC, Common Elements, Heat, Hydro, Building Insurance, Parking, Water all Included in lease","Basic Info
Property Type
House
Building Size
990.28 sq ft
Rooms
2 bedroom(s), 2 bathroom(s)
Address
PH15 - 633 Bay Street, Toronto, Ontario M5G2G4",toronto,60.39,USD,2,2,10/05/2025,2025-05-10,10/05/2025,2025-05-10
House,1496.18,"18 Daisy Street, Springwater, Ontario L9X2E2",2008.0,"Be the next ones to live in this beautifully built, 1 year old home in sought-after Midhurst Valley. This spacious property features an open-concept main floor with 9' ceilings, a modern kitchen with ample cabinetry, and stainless steel fridge and stove. Enjoy convenient inside entry from the garage through the main floor laundry room. The second level offers 4 generously sized bedrooms and 2.5 bathrooms, including a primary suite with a walk-in closet and a 5-piece ensuite. Both full bathrooms include dual sinks for added functionality. The full basement is included and provides excellent potential for additional living space. A must-see!","Basic Info
Property Type
House
Building Size
1,496.18 sq ft
Rooms
4 bedroom(s), 3 bathroom(s)
Address
18 Daisy Street, Springwater, Ontario L9X2E2",springwater,60.39,USD,4,3,09/05/2025,2025-05-09,10/05/2025,2025-05-10
House,1496.18,"81 - 461 Blackburn Drive, Brantford, Ontario N3T0W9",1757.0,"3 storey townhouse. One of the upgraded units in the complex; no carpet in Main floor only stairs and upperfloor in case you have toddlers, Modern kitchen with upgraded quartz countertop in kitchen, modern SS appliances. Bright and sun-filled south facingbackyard. 9' ft ceilings make the space even brighter. Three bedrooms, two full bathrooms, one powder room. main floor can be used as office or den. Ample sized garage and storage under staircase in garage. primary bedroom has a walk-in closet and ensuite bathroom. great location; close tohighway, schools, conestoga/laurier, grocery, restaurants, and trails!","Basic Info
Property Type
House
Building Size
1,496.18 sq ft
Rooms
3 bedroom(s), 3 bathroom(s)
Address
81 - 461 Blackburn Drive, Brantford, Ontario N3T0W9",brantford,80.13,USD,3,3,09/05/2025,2025-05-09,09/05/2025,2025-05-09
House,1496.18,"318 Annsheila Drive, Georgina, Ontario L4P3A5",2116.0,"Welcome to this rarely find 2-story home w/ 4 bed+5bath, newly renovated on a huge 63 192 ft lot in Keswick South. Great opportunity and potential you should not miss. Minutes walk to the Lake and Boat launching park at the end of the street, family oriented community .","Basic Info
Property Type
House
Building Size
1,496.18 sq ft
Rooms
4 bedroom(s), 5 bathroom(s)
Address
318 Annsheila Drive, Georgina, Ontario L4P3A5",georgina,75.27,USD,4,5,09/05/2025,2025-05-09,09/05/2025,2025-05-09
House,1097.92,"55 Beresford Avenue, Toronto, Ontario M6S3A9",968.0,"Location! Location! Location! Room for Rent - Bloor West Village. Newly renovated 1bedroom available on the second floor of a 2-story house. Everything is newly renovated - kitchen, bathroom, all recently updated. You'll be sharing the space with just one other person - a kind, clean, and respectful girl who keeps the home neat and clean. Great location in Bloor West Village super close to High Park, Runnymede Station, schools, restaurants, and everything you need within walking distance. Perfect spot if you're re looking for a cozy, clean place in a great neighbourhood.","Basic Info
Property Type
House
Building Size
1,097.92 sq ft
Rooms
1 bedroom(s), 1 bathroom(s)
Address
55 Beresford Avenue, Toronto, Ontario M6S3A9",toronto,60.39,USD,1,1,09/05/2025,2025-05-09,09/05/2025,2025-05-09
House,1571.53,"579 Dansbury Drive, Waterloo, Ontario N2K 4E2",2116.0,"This charming semi-detached townhouse offers 3 spacious bedrooms and 3 baths spread across 2250 sqft of carefully crafted living space. Enjoy the perfect balance of privacy and community with your own fenced in yard, ideal for outdoor gatherings or simply unwinding in solitude. With its modern design and thoughtful layout, this home effortlessly blends style and functionality. Nestled in the friendly Lexington neighbourhood with top schools, Lexington Elementary school and St. Matthew, you'll appreciate the convenience of nearby amenities and easy access to schools and parks. Don't miss out on the opportunity to make this your dream home!","Basic Info
Indoor Feature
Outdoor Feature
Property Type
House
Building Size
1,571.53 sq ft
Rooms
3 bedroom(s), 3 bathroom(s)
Address
579 Dansbury Drive, Waterloo, Ontario N2K 4E2",waterloo,60.39,USD,3,3,09/05/2025,2025-05-09,09/05/2025,2025-05-09
House,990.28,"201 - 2045 Appleby Line, Burlington, Ontario L7L7G9",2080.0,"Fantastic 2 Bedroom, 2 Bathroom Corner Suite Located At Burlington's Sought After Orchard Uptown . Spacious Layout With Living/Dining Room Area With Laminate Floor & Gas Fireplace. Updated Open Concept Kitchen With Quartz Counter Tops, Newer Stainless Steel Appliances, Upgraded Cabinetry, Raised Breakfast Bar, Ceramic Floor/Backsplash & Breakfast Area With Walk-Out To Balcony. Updated Main 3 Piece Bathroom With Quartz Counter Top & Newer Front Entrance Tiles.","Basic Info
Property Type
House
Building Size
990.28 sq ft
Rooms
2 bedroom(s), 2 bathroom(s)
Address
201 - 2045 Appleby Line, Burlington, Ontario L7L7G9",burlington,33.55,USD,2,2,09/05/2025,2025-05-09,09/05/2025,2025-05-09
